gtf_name	database	mean_gene_length	variance_gene_length	mean_exon_count	variance_exon_count	mean_protein_length	variance_protein_length
olea_europaea_sylvestris	plants	3029.177612	13399361.86	4.639922649	22.089968	345.9967244	73797.90677
oryza_barthii	plants	3319.052205	14243443.01	4.872393348	25.0049459	376.3324657	118817.7076
oryza_brachyantha	plants	2962.254643	56412438.72	4.582826107	23.64831661	352.8522021	94802.74938
oryza_glaberrima	plants	2392.792606	6111834.426	4.284615849	20.58657272	363.8533048	81063.07178
oryza_glumipatula	plants	3930.674213	26206997.72	4.735777249	23.56504194	380.2887365	109941.4014
oryza_indica	plants	2439.300724	5998209.006	4.184464351	20.58294635	371.4030433	84156.8218
oryza_longistaminata	plants	2817.651171	10093364.57	4.929842833	26.74379172	364.4750679	110694.0849
oryza_meridionalis	plants	4372.199707	25870843.62	4.83151358	26.10748333	387.613382	116607.5498
oryza_nivara	plants	3667.442982	18159161.8	4.724726682	23.91827407	385.2953763	114755.8841
oryza_punctata	plants	3950.467005	22752248.47	5.139160003	26.61820827	407.0037781	118188.7207
oryza_rufipogon	plants	3597.459766	18981821.36	4.723422621	23.83116407	379.9277602	116022.9075
oryza_sativa	plants	3116.67688	7238260.213	3.831666853	17.20136458	335.1788068	65759.36327
oryza_sativa_arc	plants	3428.122033	14023019.58	4.571252161	21.97006706	383.1333937	108578.4297
oryza_sativa_azucena	plants	3437.361038	13099265.36	4.573269625	22.06819656	384.7660614	110312.4153
oryza_sativa_chaomeo	plants	3431.340478	15288507.04	4.535245148	21.79197071	383.1686307	109539.8063
oryza_sativa_gobolsailbalam	plants	3453.872723	14913248.93	4.601225301	21.80156494	384.2747544	108075.5878
oryza_sativa_ir64	plants	3480.926064	16095269.09	4.592177069	22.22089952	386.2847724	109853.2074
oryza_sativa_ketannangka	plants	3466.239819	16865413.44	4.581519216	22.08313182	383.4067903	108718.4035
oryza_sativa_khaoyaiguang	plants	3446.065197	15029647.89	4.587295059	21.80792785	385.016971	109323.5073
oryza_sativa_larhamugad	plants	3415.062015	13105286.33	4.590295754	21.76152949	382.7521617	106909.4103
oryza_sativa_lima	plants	3448.81961	16888639.75	4.584822634	21.68645521	384.0136602	106632.486
oryza_sativa_liuxu	plants	3416.595899	15804691.21	4.557256778	21.61517951	377.6548416	107822.4388
oryza_sativa_mh63	plants	3622.504067	16216918.35	4.588401306	22.15099355	384.7455038	107247.5458
oryza_sativa_n22	plants	3462.297353	14341074.28	4.584212411	22.20518015	385.1038367	110040.674
oryza_sativa_natelboro	plants	3460.438851	16185669.52	4.612434374	22.15767235	382.6385189	108633.9892
oryza_sativa_pr106	plants	3493.93522	19760976.5	4.604046005	22.2675093	384.9295655	109974.9926
oryza_sativa_zs97	plants	3676.002074	19439980.65	4.648143478	22.64157856	388.2374107	110484.3091
ostreococcus_lucimarinus	plants	1302.220571	1559273.361	1.28462449	0.62089879	403.705774	162674.148
panicum_hallii	plants	3091.921805	7485223.984	4.425157081	22.7881495	376.4321318	88461.89924
panicum_hallii_fil2	plants	3073.718444	7564623.795	4.390415619	22.54701499	376.8705517	88413.54164
papaver_somniferum	plants	3531.778118	7961937.16	5.270744554	22.21741363	375.7083792	95294.84782
phaseolus_vulgaris	plants	3610.946364	11756658.23	5.119890524	24.4390079	409.2722329	97177.96822
physcomitrium_patens	plants	3301.920333	7394574.722	4.899081715	29.14903089	375.7395297	138697.0206
pistacia_vera	plants	3273.657123	17156551.2	5.180373773	23.5329238	398.7354958	85837.64998
pisum_sativum	plants	2810.304937	12316958.53	4.187864778	19.6890823	324.0397107	91485.52726
populus_trichocarpa	plants	3646.917375	9356845.296	5.127784662	25.94983581	419.1595435	103385.9285
prunus_avium	plants	2309.056036	11002640.17	3.641585269	16.51561318	300.9779642	77066.21411
prunus_dulcis	plants	3204.161964	21755525.61	4.81865322	24.29416317	401.4358259	95895.11364
prunus_persica	plants	3239.659249	7037313.518	4.948386857	24.9528659	409.3434674	101112.1278
quercus_lobata	plants	5422.776939	21042766.56	4.796956765	21.32828846	421.3760606	106136.0361
quercus_suber	plants	3633.281898	22122743.83	4.209711978	18.78358272	318.0166101	74515.23822
rosa_chinensis	plants	2580.993379	6153847.78	3.828831603	17.93475942	319.5468503	87696.573
saccharum_spontaneum	plants	3519.14875	19500478.89	4.796092636	18.73080619	388.377787	80443.38392
secale_cereale	plants	2893.123922	15324215.83	4.420051683	22.95145506	426.6165326	89098.18271
selaginella_moellendorffii	plants	1701.960315	2408065.528	5.667806546	27.55508488	393.3413316	92591.14178
sesamum_indicum	plants	2890.685762	10371470.14	4.860360718	24.75253935	401.2231448	96467.84671
setaria_italica	plants	2503.809829	4996308.472	4.336189333	20.47547483	366.4444196	87967.14365
setaria_viridis	plants	3066.636563	7446812.745	4.213596285	21.10450718	362.1806229	87948.35602
solanum_lycopersicum	plants	4320.110953	34327437.2	4.849109762	23.85044514	353.08275	103722.123
solanum_tuberosum	plants	3023.705082	6845789.056	3.478639707	11.15831487	308.0778555	53747.92659
solanum_tuberosum_rh8903916	plants	4218.806522	76367840.8	4.642775758	43.782048	362.8178612	104992.833
sorghum_bicolor	plants	3713.954335	13893231.96	4.514948121	22.5219649	386.4505833	91616.92265
sphenostylis_stenocarpa	plants	3516.406777	14492985.18	5.126070039	24.4931366	372.9369974	91435.1817
theobroma_cacao	plants	5991.093977	891263518.1	4.935898314	24.87062959	394.1651706	104493.3425
theobroma_cacao_criollo	plants	3950.819588	15431796.27	5.565922633	28.85886043	457.3965289	104505.4011
trifolium_pratense	plants	3323.195556	10651602.53	4.288874414	19.66680001	343.4740086	88535.34613
triticum_aestivum	plants	3488.264234	17059847.55	4.438504812	22.38590299	412.2020921	89058.44417
triticum_aestivum_alchemy	plants	3300.906013	13492463.93	4.295805038	19.81340643	396.4970975	78024.38483
triticum_aestivum_arinalrfor	plants	3287.642555	14300998.85	3.886622246	18.37518921	415.7508485	89956.1089
triticum_aestivum_cadenza	plants	2522.543931	12403376.65	3.907675901	16.82795187	349.7875919	69362.81655
triticum_aestivum_claire	plants	2488.400386	10987462.47	3.918830582	16.75529668	352.9712491	68738.2073
triticum_aestivum_jagger	plants	3291.837315	15746082.64	3.916784203	18.54545753	413.1045006	88022.02148
triticum_aestivum_julius	plants	3325.826121	16561128.78	3.926118752	18.65174599	416.0725478	88857.00401
Triticum_aestivum_kariega	plants	3091.530033	40006248.24	3.509765658	17.8110903	483.0482548	114031.783
Triticum_aestivum_lancer	plants	3262.930553	13587651.12	3.907394875	18.55067768	415.346507	89842.90842
Triticum_aestivum_landmark	plants	3294.305426	15762846.49	3.91792578	18.57696153	413.2479419	88423.0463
Triticum_aestivum_mace	plants	3256.001679	13069494.85	3.91150965	18.5633876	415.2765973	89901.50446
Triticum_aestivum_mattis	plants	3267.12784	13326778.76	3.906697765	18.48623874	415.3693264	89948.02971
Triticum_aestivum_norin61	plants	3302.866501	15548023.6	3.920166822	18.67500174	415.1162651	89811.62874
Triticum_aestivum_paragon	plants	3393.662062	14303533.98	4.224486907	21.63411267	399.5095541	84572.64363
Triticum_aestivum_refseqv2	plants	3476.813909	19488154.75	4.434127507	22.33049301	412.3221961	89042.74776
Triticum_aestivum_renan	plants	6162.695472	71421266378.0	4.306636134	21.56715939	390.6421413	86864.01224
Triticum_aestivum_robigus	plants	2547.442332	12842276.5	3.928335144	16.93556669	353.1326652	69341.7844
Triticum_aestivum_stanley	plants	3292.267288	17023034.51	3.918067856	18.55736075	414.4886907	88681.4395
Triticum_aestivum_weebil	plants	2488.6111	11345430.88	3.937666129	17.09668113	352.9819317	70186.52656
Triticum_dicoccoides	plants	6075.696	394321045.6	4.451309754	21.81261851	387.8203264	86560.55313
Triticum_spelta	plants	2866.097943	20688420.08	4.207394463	20.27875238	383.5178948	81669.53671
Triticum_timopheevii	plants	3401.873391	22021748.64	3.282054709	13.20123753	354.6546408	76444.95288
Triticum_turgidum	plants	6679.550094	1138801093.0	4.633045308	23.4665234	412.5727703	91904.01626
Triticum_urartu	plants	3331.402543	13251756.91	3.967864122	18.70013499	333.0074791	77575.73214
Vicia_faba	plants	2776.968703	14448250.51	4.895853423	23.00002401	376.1417843	82150.20836
Vigna_angularis	plants	2876.280803	11762774.77	4.490578854	19.24882586	371.3417011	93739.81046
Vigna_radiata	plants	4323.231044	19247458.13	5.832707439	27.05056517	420.8373122	103894.3802
Vigna_unguiculata	plants	3855.472086	15872969.76	4.940934239	24.44311765	404.5533132	104920.3484
Vitis_vinifera	plants	6145.341062	107679427.6	4.085538954	23.04681988	412.326921	224321.1591
Zea_mays	plants	4476.788485	77661954.36	4.578981789	21.78898245	366.4296961	80722.3987
acanthochromis_polyacanthus	vertebrate	17578.74196	763691423.4	9.035642905	69.39977055	505.8749584	206727.5342
accipiter_nisus	vertebrate	18584.99525	705711713.1	8.500115808	61.46108633	490.6802548	193923.4799
ailuropoda_melanoleuca	vertebrate	45840.64808	10655635525.0	8.931123919	91.38120139	525.0428915	261761.2171
amazona_collaria	vertebrate	26772.54087	2396059097.0	9.320916215	79.83636398	525.357384	237491.8927
amphilophus_citrinellus	vertebrate	13674.60912	586451097.8	8.65592397	66.50110487	474.1135797	188071.4612
amphiprion_ocellaris	vertebrate	21710.62841	1388652244.0	10.37877991	100.299917	590.3314489	345431.3978
amphiprion_percula	vertebrate	18491.38928	867028634.6	9.30185992	73.78135803	521.6568365	216545.6812
anabas_testudineus	vertebrate	13363.31948	566866160.8	9.924891631	89.06659392	558.268006	274741.9964
anas_platyrhynchos	vertebrate	28884.61354	3051046412.0	9.45302714	79.00991761	526.0700865	217256.362
anas_platyrhynchos_platyrhynchos	vertebrate	28023.91292	2919434359.0	8.980560905	76.65294741	525.8662735	226578.3295
anas_zonorhyncha	vertebrate	28355.05115	2967540943.0	9.268723212	83.02907529	548.6748816	253217.9194
anolis_carolinensis	vertebrate	32971.01661	3656231176.0	7.860443537	75.75048551	559.1721722	225214.6618
anser_brachyrhynchus	vertebrate	30624.03056	3186779704.0	10.0362841	91.30306477	573.3798893	277954.3758
anser_cygnoides	vertebrate	30877.8748	3055342393.0	10.15260056	92.4248266	579.565775	282359.0966
aotus_nancymaae	vertebrate	49461.64311	11176634254.0	9.511318898	93.04027741	530.3785433	301034.3421
apteryx_haastii	vertebrate	25162.24541	1849025077.0	9.104414058	78.32946771	534.0722682	231064.292
apteryx_owenii	vertebrate	27014.37163	1942660395.0	9.502840207	76.89156341	528.604285	233578.8093
apteryx_rowi	vertebrate	27227.24291	2015791116.0	9.535830719	77.29203855	531.2059421	236658.5472
aquila_chrysaetos_chrysaetos	vertebrate	31351.57507	3039979271.0	9.986164537	85.75007226	554.9316913	259069.9991
astatotilapia_calliptera	vertebrate	18507.27189	1157688327.0	9.474779295	82.50699651	551.8149185	238286.0132
astyanax_mexicanus	vertebrate	23712.47146	1682850118.0	8.71720051	71.1151004	519.8403721	215862.0543
astyanax_mexicanus_pachon	vertebrate	24842.06725	1856274971.0	8.915846258	73.15448949	519.9546415	235326.1789
athene_cunicularia	vertebrate	29485.93278	2861818189.0	9.936537767	88.45122742	548.4557282	281985.5515
balaenoptera_musculus	vertebrate	51056.36218	355156000000.0	9.403217543	86.8481159	521.1114356	240349.1559
betta_splendens	vertebrate	11866.75198	574839184.6	9.523045286	73.45504158	556.6743708	224526.2977
bison_bison_bison	vertebrate	40675.87866	10417959001.0	8.978045886	90.14084223	488.9115902	244876.05
bos_grunniens	vertebrate	51353.29886	13584522042.0	8.753352742	86.82261011	521.2888846	218042.4287
bos_indicus_hybrid	vertebrate	51391.56402	13248961546.0	8.744597161	93.07990367	542.3769328	264027.7714
bos_mutus	vertebrate	40577.518	7546581899.0	8.989295315	88.58252666	501.1428571	243669.1528
bos_taurus	vertebrate	55170.94005	14638670437.0	9.513130431	95.46479118	558.6907917	268193.4188
bos_taurus_hybrid	vertebrate	51206.19361	13053537968.0	8.809234792	92.97313163	541.6501704	262138.5864
bubo_bubo	vertebrate	28871.66495	2877319063.0	9.741445131	89.2679358	534.2509197	279514.9575
buteo_japonicus	vertebrate	24240.7535	2136239331.0	8.992457375	78.34914442	496.4545224	244101.0778
cairina_moschata_domestica	vertebrate	32018.25638	3415716470.0	10.10240282	90.5104918	584.6586992	278095.4185
calidris_pugnax	vertebrate	31444.25309	3084045566.0	9.520370258	81.965191	545.7937397	250633.8053
calidris_pygmaea	vertebrate	29039.83626	2726472835.0	9.356071275	83.26359128	540.0311677	261701.7123
callithrix_jacchus	vertebrate	57390.8295	13968313393.0	8.79699522	99.00809514	535.4780788	326723.1002
callorhinchus_milii	vertebrate	23513.72125	1830657065.0	8.645428792	77.20207746	486.1505537	234966.6177
camarhynchus_parvulus	vertebrate	28608.77555	2735472835.0	9.680069174	84.87947859	545.4431474	251763.9927
camelus_dromedarius	vertebrate	43099.08153	8288557560.0	9.589968523	94.03353751	537.944734	295929.9016
canis_lupus_dingo	vertebrate	35050.73051	4578790392.0	8.433378702	77.69887267	503.5762895	231438.5954
canis_lupus_familiaris	vertebrate	52482.09541	11625982684.0	9.246487805	95.30491717	551.2416585	306140.8766
canis_lupus_familiarisbasenji	vertebrate	48276.69389	11826073417.0	9.085224262	91.31278851	563.0559329	262835.0214
canis_lupus_familiarisboxer	vertebrate	52573.01647	11367949213.0	9.375991512	96.16137183	561.7040873	316481.2297
canis_lupus_familiarisgreatdane	vertebrate	49228.87163	10426231080.0	9.232516028	93.83292465	567.6180688	270362.0547
canis_lupus_familiarisgsd	vertebrate	51782.84037	11566136368.0	9.117717174	93.59397112	548.5395728	274252.6024
capra_hircus	vertebrate	39926.07965	5924712510.0	8.984866232	86.45432067	519.2126693	253349.9346
capra_hircus_blackbengal	vertebrate	51433.65982	9842034435.0	9.119930887	82.5675135	507.6741539	213787.5111
capra_hircus_gca015443085v1	vertebrate	51170.15319	12969899092.0	8.65790393	89.9643661	509.800786	242201.3678
capra_hircus_gca026652205v1	vertebrate	51319.36427	12714410271.0	8.654943048	95.73993665	515.4385706	287320.0123
carassius_auratus	vertebrate	16696.81102	900690413.3	8.871352639	73.09268909	554.933651	226898.6867
carlito_syrichta	vertebrate	38736.10621	4375796897.0	9.526988636	80.86863725	508.3319493	242154.4474
castor_canadensis	vertebrate	26638.38602	2289443767.0	8.187572816	64.75164904	462.8223786	177360.5552
catagonus_wagneri	vertebrate	46278.49631	10537010560.0	9.421969736	94.41940521	527.7234931	296300.9998
catharus_ustulatus	vertebrate	26971.10151	2781609089.0	9.480962281	84.82943141	534.5154143	259239.4043
cavia_aperea	vertebrate	31269.14341	3965268483.0	9.453861303	81.68644813	490.3034182	214661.4962
cavia_porcellus	vertebrate	44420.20519	8237268312.0	9.912904117	92.8325819	541.8685825	247146.0532
cebus_imitator	vertebrate	50017.22832	10574671682.0	9.538465347	93.72078382	534.210099	311287.5599
cercocebus_atys	vertebrate	52455.99928	11998137524.0	9.479562325	97.9756006	531.8631543	334986.755
cervus_hanglu_yarkandensis	vertebrate	46664.7743	14277162646.0	8.8291099	90.19764479	525.5110354	255530.8607
chelonoidis_abingdonii	vertebrate	33959.98426	3341936322.0	8.248465347	65.04371268	466.3833168	197902.0772
chelydra_serpentina	vertebrate	38278.2512	4690274828.0	8.62765749	74.60112794	491.8560302	222343.7667
chinchilla_lanigera	vertebrate	47842.24145	9473522136.0	10.10696839	95.30442639	554.4192262	270458.8998
chlorocebus_sabaeus	vertebrate	43450.78304	5140925859.0	9.529193843	98.13811918	543.2685103	327513.3924
choloepus_hoffmanni	vertebrate	27289.40692	1450070894.0	12.38215121	152.3920378	530.0254983	336574.7395
chrysemys_picta_bellii	vertebrate	44075.24556	5592687538.0	8.785842463	77.89590534	508.1735455	235540.3338
chrysolophus_pictus	vertebrate	28585.45614	2209746974.0	10.8805831	89.56490436	585.7470125	266392.8954
ciona_intestinalis	vertebrate	4052.701038	22466557.42	6.439625697	45.32075484	321.9140423	120683.6647
ciona_savignyi	vertebrate	5983.394542	48735853.83	7.148932507	56.35216072	364.624053	156568.9788
clupea_harengus	vertebrate	16233.05799	787594016.7	9.379587583	85.51062594	544.0931661	310535.737
colobus_angolensis_palliatus	vertebrate	50076.31368	11881748115.0	9.398543998	96.51432017	521.5741926	331471.5821
corvus_moneduloides	vertebrate	31542.62506	3397325508.0	10.13248214	91.64578492	589.3593957	283259.5632
cottoperca_gobio	vertebrate	15085.14772	649757285.7	9.458375728	73.17506305	529.4952826	211236.3158
coturnix_japonica	vertebrate	26678.99097	2635585186.0	9.911708619	86.58332994	565.0802822	261988.6054
cricetulus_griseus_chok1gshd	vertebrate	37815.61031	8327932934.0	9.138349981	91.62408941	527.749904	255347.1289
cricetulus_griseus_crigri	vertebrate	34208.64577	4694988358.0	9.18550237	84.98103369	509.6192078	238802.2346
cricetulus_griseus_picr	vertebrate	41161.00953	9548083622.0	8.469583955	94.84823151	507.689458	305735.7056
crocodylus_porosus	vertebrate	47359.70432	6400517362.0	9.987127282	87.54505596	554.6086957	269392.3504
cyanistes_caeruleus	vertebrate	28422.61215	2749718851.0	9.658758888	84.27096698	537.9960569	253323.5734
cyclopterus_lumpus	vertebrate	12504.89301	452658717.3	9.508183763	73.61539454	525.2722961	212446.464
cynoglossus_semilaevis	vertebrate	13069.31978	477814155.7	9.658368818	74.8640501	535.662393	216520.4794
cyprinodon_variegatus	vertebrate	19844.37459	1021401635.0	8.934675771	66.38525935	507.6966468	202855.3226
cyprinus_carpio_carpio	vertebrate	23787.91494	1555730871.0	9.910840297	94.17171792	581.6810636	308948.5268
cyprinus_carpio_germanmirror	vertebrate	17047.31176	880896470.2	9.313707018	77.20143766	548.6762443	236881.7126
cyprinus_carpio_hebaored	vertebrate	15639.17468	753687148.0	8.930431548	73.0976221	521.8639268	218008.1271
cyprinus_carpio_huanghe	vertebrate	16570.11766	748588279.8	9.215322795	75.94180193	544.9002753	235066.51
danio_rerio	vertebrate	29523.59294	2410396280.0	9.339269724	89.51397157	530.8280436	305810.359
dasypus_novemcinctus	vertebrate	36894.46	4640890623.0	8.774646647	87.42222112	498.5716613	221400.4532
delphinapterus_leucas	vertebrate	43463.35228	6644005686.0	9.187781856	88.65040396	535.43613	264489.8352
denticeps_clupeoides	vertebrate	14134.44863	745324983.2	9.429056461	71.31816642	533.663998	218035.7859
dicentrarchus_labrax	vertebrate	20896.6652	1079137139.0	10.23823414	100.9057115	595.4055466	331057.429
dipodomys_ordii	vertebrate	37747.35255	6090457406.0	9.609544084	89.53783676	509.8388031	246635.5765
dromaius_novaehollandiae	vertebrate	33056.41659	3353410106.0	10.00300993	88.03028427	556.2450849	270792.6746
echeneis_naucrates	vertebrate	13751.42482	681697350.8	9.82184493	78.4405702	547.2597613	231348.866
echinops_telfairi	vertebrate	49323.2832	6745464543.0	13.62847662	155.8170725	521.8969532	291660.5965
electrophorus_electricus	vertebrate	12068.17691	415474095.8	9.261485654	73.31937914	515.7910579	210970.5306
eptatretus_burgeri	vertebrate	71401.67171	7679397841.0	8.162659723	45.04173304	470.002604	142495.9309
equus_asinus	vertebrate	48087.94547	9775564214.0	9.254708142	91.1629961	539.270683	282995.6494
equus_caballus	vertebrate	61280.69542	12714754103.0	9.341640997	101.1762515	557.5110613	331476.2299
erinaceus_europaeus	vertebrate	43829.69077	4944761014.0	13.18334361	153.3063143	541.1843024	305220.6251
erpetoichthys_calabaricus	vertebrate	57661.11762	7846818145.0	8.488825189	70.20196013	508.9448202	208238.4183
erythrura_gouldiae	vertebrate	26025.69433	2339391547.0	9.5663468	85.35453732	536.8451195	258534.3513
esox_lucius	vertebrate	20348.36615	1405264774.0	9.742964647	90.00918599	573.6792349	288244.8182
falco_tinnunculus	vertebrate	33414.60215	3520320649.0	10.22163155	93.32006762	576.9480213	287934.5031
felis_catus	vertebrate	72384.37599	18016853849.0	9.739718163	106.0377355	581.9096555	359693.8737
felis_catus_abyssinian	vertebrate	53516.61076	12779178145.0	9.646237988	96.86666734	564.3267226	306903.7508
ficedula_albicollis	vertebrate	32024.05706	3328032125.0	9.807207091	91.38389474	563.8055897	270488.6714
fukomys_damarensis	vertebrate	42237.37625	7533735515.0	9.809024253	91.99906121	530.4629442	252246.4276
fundulus_heteroclitus	vertebrate	20591.73736	1111241120.0	8.882927041	67.04702295	505.4121627	199312.9252
gadus_morhua	vertebrate	15892.10664	869245643.3	9.078817524	79.51494964	559.2931519	243774.7846
gadus_morhua_gca010882105v1	vertebrate	16426.43815	761978165.4	9.564704881	76.08546967	535.0286821	201590.1852
gallus_gallus	vertebrate	34498.09214	4179867923.0	10.27324043	106.8992856	587.0180514	362852.6145
gallus_gallus_gca000002315v5	vertebrate	34687.62921	4247093903.0	10.21572876	105.2983869	580.1274228	350834.2796
gallus_gallus_gca016700215v2	vertebrate	34968.73969	4259719893.0	10.27256574	106.9135611	586.3784648	365095.831
gambusia_affinis	vertebrate	16351.8505	794398742.9	9.436118276	70.51924813	522.0156135	210602.8449
gasterosteus_aculeatus	vertebrate	14170.49465	668011741.4	10.16270534	91.10123393	585.0440893	263739.5388
gasterosteus_aculeatus_gca006229185v1	vertebrate	10396.22735	385756644.5	9.344710724	76.50254961	517.7005084	215715.2843
gasterosteus_aculeatus_gca006232265v1	vertebrate	9681.749275	375519969.9	8.709348415	62.98996046	474.2719934	164346.2274
gasterosteus_aculeatus_gca006232285v1	vertebrate	10812.59254	422098051.3	9.544933815	82.33656514	534.918556	239963.8466
geospiza_fortis	vertebrate	26343.14422	2288088808.0	9.901952492	85.14469307	536.2527666	249694.9629
gopherus_agassizii	vertebrate	37196.26069	3422757079.0	8.652843308	73.23042489	495.9598212	220992.6947
gopherus_evgoodei	vertebrate	41824.34634	5041251337.0	8.953248851	78.01881796	508.1992225	234003.4608
gorilla_gorilla	vertebrate	48931.2205	12118252848.0	9.070968639	93.57385695	515.7361375	317070.0031
gouania_willdenowi	vertebrate	21254.73505	1449735716.0	8.836431066	61.80397546	515.3102333	183124.8402
haplochromis_burtoni	vertebrate	17768.52109	894815414.7	9.445321993	76.76162417	534.622418	228382.0132
heterocephalus_glaber_female	vertebrate	43807.04278	10162380374.0	8.098408728	85.55517644	477.196645	268143.869
heterocephalus_glaber_male	vertebrate	43495.48645	10166677889.0	8.099313894	79.94279296	478.3690823	218827.7608
hippocampus_comes	vertebrate	11995.96911	374809069.8	9.049736211	60.88883992	494.2258513	175580.5554
homo_sapiens	vertebrate	62761.74783	16044895322.0	9.573037572	102.7317574	558.0667183	367482.8137
hucho_hucho	vertebrate	16327.91257	737602703.9	7.426377362	53.96780674	447.1056694	164818.9675
ictalurus_punctatus	vertebrate	21316.08295	1901593887.0	9.062437819	80.76932768	515.0791794	284439.0191
ictidomys_tridecemlineatus	vertebrate	43926.73725	7804615044.0	9.682689185	92.31678255	538.6193569	253596.5852
jaculus_jaculus	vertebrate	45300.86259	9310798222.0	9.40442701	88.31810414	508.1900252	240834.9292
junco_hyemalis	vertebrate	27704.13497	2314659374.0	9.575012027	82.97744841	545.6260051	250409.4333
kryptolebias_marmoratus	vertebrate	16677.7818	802663380.2	9.573273698	77.41013734	542.3971978	228155.8624
labrus_bergylta	vertebrate	13393.69039	521490044.3	8.636890356	66.86612961	483.6276861	184690.5109
larimichthys_crocea	vertebrate	16231.63261	854791225.5	9.839019702	83.47932668	566.9122363	251852.071
lates_calcarifer	vertebrate	13681.6279	622273561.5	9.200015963	73.43303348	515.2126267	205632.667
laticauda_laticaudata	vertebrate	15070.54547	275345996.1	7.525557384	47.46937685	437.5721337	151135.0434
latimeria_chalumnae	vertebrate	40812.44223	3459537957.0	9.945985998	101.6472765	520.1719556	230324.8928
lepidothrix_coronata	vertebrate	27189.79178	2282501605.0	9.522127937	79.23784181	527.669517	240334.0744
lepisosteus_oculatus	vertebrate	25099.3406	1748264194.0	10.68060629	112.3336419	563.8477182	332617.8739
leptobrachium_leishanense	vertebrate	48771.9185	8367985101.0	6.901927884	68.38542297	535.917303	194723.7813
lonchura_striata_domestica	vertebrate	28354.35082	2601475640.0	9.569642521	81.47072451	537.7539109	248197.3055
loxodonta_africana	vertebrate	38076.41976	5738609016.0	9.385813408	94.93126239	511.9856736	254452.1224
lynx_canadensis	vertebrate	51083.0246	11566351184.0	9.486862766	88.82885122	539.1643986	251118.0779
macaca_fascicularis	vertebrate	56296.82628	12858420019.0	8.574116382	85.4951225	483.161851	246768.1935
macaca_mulatta	vertebrate	56660.19022	13419535112.0	8.830577555	98.11839985	549.7988051	329664.8283
macaca_nemestrina	vertebrate	53450.03138	12218398248.0	9.408537754	93.8542187	528.4829437	299101.2278
malurus_cyaneus_samueli	vertebrate	21959.8586	1749772368.0	8.997420852	73.29893583	489.9554452	215152.7285
manacus_vitellinus	vertebrate	27198.80311	2496157220.0	9.311778001	82.98309226	518.6774862	253738.1546
mandrillus_leucophaeus	vertebrate	47834.46137	8754004562.0	9.239738625	92.79730745	510.6565828	310299.0298
marmota_marmota_marmota	vertebrate	38030.74339	8191376111.0	8.90963145	85.54704468	500.0541032	236422.3716
mastacembelus_armatus	vertebrate	14221.07387	668298908.9	9.763558942	84.15284295	553.3727925	246709.9597
maylandia_zebra	vertebrate	16554.97956	773724256.3	8.89670791	71.64438467	508.4136471	210826.2281
meleagris_gallopavo	vertebrate	20132.8373	1536288070.0	8.754837914	70.76984562	489.956921	210287.4096
melopsittacus_undulatus	vertebrate	28161.25426	2516720236.0	9.729653996	81.89047849	541.85904	240414.7103
meriones_unguiculatus	vertebrate	29198.89719	2385958552.0	8.77045842	76.64685825	500.5357075	219766.4226
mesocricetus_auratus	vertebrate	39690.7573	7066745085.0	9.180533494	80.59152945	504.4026949	224503.3067
microcebus_murinus	vertebrate	51116.55974	11213382408.0	10.00462372	95.23946839	553.9709821	282585.3549
microtus_ochrogaster	vertebrate	41501.18913	10379811255.0	9.470935703	89.9623786	521.8054888	245293.6
mola_mola	vertebrate	13067.95915	501429122.8	9.146235454	70.31162036	488.2109642	193878.9771
monodelphis_domestica	vertebrate	54673.84659	10394330405.0	8.345603368	81.36383071	528.6873246	231962.8209
monodon_monoceros	vertebrate	52710.8214	357236000000.0	9.608645714	98.88552228	538.9161533	330843.4859
monopterus_albus	vertebrate	16413.00787	815584538.4	9.37086931	74.21832677	520.8912346	211138.958
moschus_moschiferus	vertebrate	46924.03705	12809730983.0	8.92974897	92.60637082	511.0694549	289227.224
mus_musculus	vertebrate	49318.50177	12878877774.0	9.142981611	102.096037	551.6297061	362333.8519
mus_musculus_129s1svimj	vertebrate	43551.52639	9965480556.0	8.694286476	95.53833853	516.1135596	313775.4516
mus_musculus_aj	vertebrate	43143.97764	9760148480.0	8.627041063	93.62163495	513.4040315	309167.2368
mus_musculus_akrj	vertebrate	43273.77886	9836914563.0	8.693108797	105.9539877	515.109107	312448.546
mus_musculus_balbcj	vertebrate	43052.96604	9776806593.0	8.644217657	98.82625517	513.4898606	311157.7317
mus_musculus_c3hhej	vertebrate	43122.39006	9746159470.0	8.65004417	94.34278457	514.264841	311555.4993
mus_musculus_c57bl6nj	vertebrate	43131.17582	9815420783.0	8.639677362	94.79901981	513.7690409	312479.6571
mus_musculus_casteij	vertebrate	43073.90421	9704874845.0	8.740970255	101.3772811	515.6520892	314224.4316
mus_musculus_cbaj	vertebrate	43263.18516	9865176934.0	8.638825088	94.169516	514.3325972	312283.3595
mus_musculus_dba2j	vertebrate	42509.36643	9642910231.0	8.501088674	92.16257033	508.1671861	305236.4912
mus_musculus_fvbnj	vertebrate	43141.00841	9600992415.0	8.759895046	113.2866655	514.6775772	312331.9167
mus_musculus_lpj	vertebrate	43019.14559	9772475207.0	8.545446739	92.61127714	510.4422738	308133.0866
mus_musculus_molossinusjf1msj	vertebrate	41637.35559	9302336929.0	8.485175089	92.35002556	504.8964982	299198.1194
